problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,strategy,seed,total,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points
3,15,4108.492690750239,273.8995127166826,0.24492840000311844,True,7,105,15,0,0,local,310024,15,3415.492690750239,93.0,525.0,45.0,30.0,371,0,0,0,0
3,15,4339.07532047833,289.27168803188863,0.24941839999519289,True,7,109,15,0,0,route,310024,15,3621.0753204783305,98.0,545.0,45.0,30.0,371,0,0,0,0
3,15,4384.328145749866,292.28854304999106,0.2938768999883905,True,7,110,15,0,0,safe,310024,15,3661.328145749866,98.0,550.0,45.0,30.0,383,0,0,0,14
3,15,4053.481302381056,270.23208682540377,0.27203590000863187,True,7,114,15,0,0,joint,310024,15,3304.481302381056,104.0,570.0,45.0,30.0,383,15,1,12,0
3,15,4031.2137538165384,268.7475835877692,0.28880280000157654,True,7,114,15,0,0,joint_safe,310024,15,3282.2137538165384,104.0,570.0,45.0,30.0,383,15,1,12,15
3,16,4629.470939833138,289.3419337395711,0.33013479999499395,True,5,81,16,0,0,baseline,310025,16,4079.4709398331374,65.0,405.0,48.0,32.0,,,,,
3,16,3935.2484809406583,245.95303005879114,0.303918400008115,True,5,80,16,0,0,local,310025,16,3390.248480940658,65.0,400.0,48.0,32.0,464,0,0,0,0
3,16,4132.895865673725,258.3059916046078,0.29690190000110306,True,5,80,16,0,0,route,310025,16,3587.8958656737245,65.0,400.0,48.0,32.0,464,0,0,0,0
3,16,4091.745578105661,255.7340986316038,0.27799669999512844,True,5,80,16,0,0,safe,310025,16,3546.74557810566,65.0,400.0,48.0,32.0,464,0,0,0,16
3,16,3842.270621430855,240.14191383942844,0.32777920000080485,True,6,97,16,0,0,joint,310025,16,3193.2706214308555,84.0,485.0,48.0,32.0,443,16,2,12,0
3,16,4361.380940351411,272.58630877196316,0.2925096999970265,True,7,116,16,0,0,joint_safe,310025,16,3594.38094035141,107.0,580.0,48.0,32.0,376,16,7,28,16
3,16,4496.509185189046,281.03182407431535,0.2564163999923039,True,7,102,16,0,0,baseline,310026,16,3820.509185189045,86.0,510.0,48.0,32.0,,,,,
3,16,4104.010318893388,256.50064493083676,0.2811409999994794,True,7,100,16,0,0,local,310026,16,3438.0103188933876,86.0,500.0,48.0,32.0,419,0,0,0,0
3,16,4904.376014877787,306.5235009298617,0.2925217000010889,True,7,113,16,0,0,route,310026,16,4161.376014877788,98.0,565.0,48.0,32.0,431,0,0,0,0
