arm,candidate_evaluations,clear,cleared,complete,deferred_targets,failed_clear,fallback,forced_targets,laser_s,mean_time_s,measure,measure_s,move_s,negative_constraints,negative_observations,negative_region_fallbacks,normal_exit,opportunistic_measures,optical_s,problem,program_time_s,route_replans,safe_clear_points,scheduling_policy,seed,skipped_known_measurements,sources,stations_visited,switch_s,virtual_time_s,wall_s
default,366,14,14,True,14,0,0,0,28.0,292.3689612340269,118,590.0,3325.165457276377,0,0,0,True,15,42.0,3,0.25315769998996984,19,14,joint_route,3000080,2,14,7,108.0,4093.1654572763773,0.25321850000182167
negative,378,14,14,True,14,0,0,0,28.0,291.13661767220776,119,595.0,3302.912647410909,94,74,0,True,15,42.0,3,0.2703880000044592,19,14,joint_route,3000080,2,14,7,108.0,4075.912647410909,0.2704599999997299
default,376,15,15,True,15,0,0,0,30.0,232.25391248666722,107,535.0,2777.8086873000084,0,0,0,True,12,45.0,3,0.255415699997684,19,15,joint_route,3000081,2,15,7,96.0,3483.8086873000084,0.2554750999988755
negative,376,15,15,True,15,0,0,0,30.0,232.25391248666722,107,535.0,2777.8086873000084,71,64,0,True,12,45.0,3,0.25823639999725856,19,15,joint_route,3000081,2,15,7,96.0,3483.8086873000084,0.2583070999971824
default,262,12,12,True,12,0,0,0,24.0,288.0327323911227,115,575.0,2712.3927886934716,0,0,0,True,12,36.0,3,0.17675909999525174,17,11,joint_route,3000082,2,12,7,109.0,3456.3927886934725,0.17681469999661203
negative,274,12,12,True,12,0,0,0,24.0,280.3378902175918,116,580.0,2615.0546826111017,52,82,0,True,12,36.0,3,0.19202089999453165,17,11,joint_route,3000082,2,12,7,109.0,3364.0546826111017,0.19209159999445546
default,308,12,12,True,12,0,0,2,24.0,313.23835832447077,127,635.0,2947.860299893649,0,0,0,True,12,36.0,3,0.2029669999901671,16,10,joint_route,3000083,3,12,7,116.0,3758.860299893649,0.2030271000112407
negative,320,12,12,True,12,0,0,2,24.0,313.8629254708189,128,640.0,2950.3551056498263,104,91,0,True,12,36.0,3,0.22068760001275223,16,10,joint_route,3000083,3,12,7,116.0,3766.3551056498263,0.22075900000345428
default,352,16,16,True,16,0,0,3,32.0,239.71453319445462,117,585.0,3061.4325311112734,0,0,0,True,23,48.0,3,0.22900159998971503,19,15,joint_route,3000084,5,16,7,109.0,3835.432531111274,0.22905759999412112
negative,376,16,16,True,16,0,0,3,32.0,232.32715477586794,119,595.0,2933.234476413887,123,74,0,True,23,48.0,3,0.276178300002357,19,15,joint_route,3000084,5,16,7,109.0,3717.234476413887,0.27627109999593813
default,388,16,16,True,16,0,0,0,32.0,206.39781209145224,112,560.0,2561.364993463236,0,0,0,True,23,48.0,3,0.27377299999352545,21,15,joint_route,3000085,5,16,6,101.0,3302.364993463236,0.27384960000927094
negative,388,16,16,True,16,0,0,0,32.0,206.9592539027137,112,560.0,2570.3480624434196,109,66,0,True,23,48.0,3,0.2663151000015205,21,15,joint_route,3000085,5,16,6,101.0,3311.348062443419,0.2663916000019526
default,390,16,16,True,16,0,0,1,32.0,234.425767094311,107,535.0,3038.812273508975,0,0,0,True,25,48.0,3,0.2732432000047993,21,15,joint_route,3000086,11,16,7,97.0,3750.812273508976,0.27330119999533053
negative,390,16,16,True,16,0,0,1,32.0,234.8451414961796,107,535.0,3045.522263938873,81,58,0,True,25,48.0,3,0.276394699991215,21,15,joint_route,3000086,11,16,7,97.0,3757.5222639388735,0.2764634000050137
default,307,14,14,True,14,0,0,2,28.0,265.68369273930654,117,585.0,2954.57169835029,0,0,0,True,11,42.0,3,0.20144429999345448,17,13,joint_route,3000087,2,14,7,110.0,3719.571698350291,0.20150130000547506
negative,295,14,14,True,14,0,0,2,28.0,252.91626280466082,116,580.0,2780.8276792652505,66,79,0,True,11,42.0,3,0.20037210000737105,17,13,joint_route,3000087,2,14,7,110.0,3540.8276792652514,0.20044790000247303
default,410,16,16,True,16,0,0,1,32.0,257.8319143057875,110,550.0,3396.3106288926,0,0,0,True,20,48.0,3,0.26855320000322536,21,15,joint_route,3000088,8,16,7,99.0,4125.3106288926,0.26861440000357106
negative,389,16,16,True,16,0,0,1,32.0,257.2253012930932,109,545.0,3391.6048206894907,88,62,0,True,20,48.0,3,0.2728263000026345,21,15,joint_route,3000088,8,16,7,99.0,4115.604820689491,0.2729028999892762
default,286,12,12,True,12,0,0,1,24.0,304.2654159599096,130,650.0,2821.184991518916,0,0,0,True,8,36.0,3,0.20307109999703243,15,12,joint_route,3000089,2,12,7,120.0,3651.1849915189155,0.2031351000041468
negative,286,12,12,True,12,0,0,1,24.0,304.2654159599096,130,650.0,2821.184991518916,100,94,0,True,8,36.0,3,0.20288649998838082,15,12,joint_route,3000089,2,12,7,120.0,3651.1849915189155,0.2029612000042107
default,263,13,13,True,13,0,0,1,26.0,275.15372681043635,120,600.0,2797.9984485356727,0,0,0,True,25,39.0,3,0.211478299999726,18,13,joint_route,3000090,8,13,7,114.0,3576.9984485356727,0.21154560000286438
negative,263,13,13,True,13,0,0,1,26.0,268.1303689416651,120,600.0,2706.6947962416466,66,83,0,True,25,39.0,3,0.20626749999064486,18,13,joint_route,3000090,8,13,7,114.0,3485.6947962416466,0.20633919999818318
default,356,16,16,True,16,0,0,1,32.0,225.80298108475745,107,535.0,2898.847697356119,0,0,0,True,28,48.0,3,0.26843590001226403,21,16,joint_route,3000091,6,16,7,99.0,3612.847697356119,0.26850439999543596
negative,356,16,16,True,16,0,0,1,32.0,225.18260349997107,107,535.0,2888.921655999537,80,58,0,True,28,48.0,3,0.3062435000028927,21,16,joint_route,3000091,6,16,7,99.0,3602.921655999537,0.306324900011532
default,227,11,11,True,11,0,0,1,22.0,312.1797198349798,117,585.0,2683.9769181847782,0,0,0,True,8,33.0,3,0.16201890000957064,14,11,joint_route,3000092,2,11,7,110.0,3433.976918184778,0.1620822999975644
negative,227,11,11,True,11,0,0,1,22.0,305.0442522825484,117,585.0,2605.486775108033,45,87,0,True,8,33.0,3,0.16304650000529364,14,11,joint_route,3000092,2,11,7,110.0,3355.486775108033,0.16312959999777377
default,329,14,14,True,14,0,0,0,28.0,241.4559251713892,105,525.0,2688.382952399448,0,0,0,True,9,42.0,3,0.22175599999900442,17,14,joint_route,3000093,0,14,7,97.0,3380.3829523994486,0.22181649999401998
negative,329,14,14,True,14,0,0,0,28.0,242.06252152183495,105,525.0,2696.875301305689,61,65,0,True,9,42.0,3,0.24089509999612346,17,14,joint_route,3000093,0,14,7,97.0,3388.8753013056894,0.2409680999990087
default,354,15,15,True,15,0,0,1,30.0,242.17450417329414,126,630.0,2810.617562599412,0,0,0,True,22,45.0,3,0.24606750000384636,19,14,joint_route,3000094,5,15,7,117.0,3632.617562599412,0.24612779999733903
negative,366,15,15,True,15,0,0,1,30.0,241.99692538396195,127,635.0,2802.9538807594295,131,83,0,True,22,45.0,3,0.2516325000033248,19,13,joint_route,3000094,5,15,7,117.0,3629.9538807594295,0.2517063999985112
default,354,15,15,True,15,0,0,3,30.0,250.9158999970159,114,570.0,3014.7384999552387,0,0,0,True,24,45.0,3,0.24321480000799056,18,15,joint_route,3000095,4,15,7,104.0,3763.7384999552387,0.24327510000148322
negative,366,15,15,True,15,0,0,3,30.0,250.73036827227932,115,575.0,3006.9555240841887,96,71,0,True,24,45.0,3,0.2575286000064807,18,15,joint_route,3000095,4,15,7,104.0,3760.9555240841896,0.25760230000014417
default,296,12,12,True,12,0,0,0,24.0,298.76506651207205,121,605.0,2808.180798144864,0,0,0,True,14,36.0,3,0.19249330001184717,17,12,joint_route,3000096,1,12,7,112.0,3585.1807981448646,0.19255400000838563
negative,296,12,12,True,12,0,0,0,24.0,298.9487348511214,121,605.0,2810.3848182134566,74,87,0,True,14,36.0,3,0.19838549999985844,17,12,joint_route,3000096,1,12,7,112.0,3587.384818213457,0.19845890000578947
default,339,14,14,True,14,0,0,3,28.0,266.66527181338313,122,610.0,2940.313805387364,0,0,0,True,13,42.0,3,0.22271390000241809,17,13,joint_route,3000097,4,14,7,113.0,3733.313805387364,0.22277589999430347
negative,306,14,14,True,14,0,0,3,28.0,252.73856827054425,120,600.0,2755.3399557876196,81,82,0,True,13,42.0,3,0.21768989998963661,17,13,joint_route,3000097,4,14,7,113.0,3538.3399557876196,0.21776439998939168
default,294,14,14,True,14,0,0,0,28.0,248.8674749078822,118,590.0,2711.14464871035,0,0,0,True,18,42.0,3,0.2071904999902472,19,13,joint_route,3000098,5,14,7,113.0,3484.144648710351,0.20724820000759792
negative,330,14,14,True,14,0,0,0,28.0,248.49101981450625,121,605.0,2690.8742774030866,92,81,0,True,18,42.0,3,0.2253701000008732,19,12,joint_route,3000098,5,14,7,113.0,3478.8742774030875,0.22544009999546688
default,342,14,14,True,14,0,0,0,28.0,255.17409494763857,118,590.0,2803.437329266939,0,0,0,True,22,42.0,3,0.2236620000039693,19,13,joint_route,3000099,5,14,7,109.0,3572.4373292669397,0.223733099992387
negative,342,14,14,True,14,0,0,0,28.0,253.30532471217157,118,590.0,2777.2745459704015,88,78,0,True,22,42.0,3,0.22847600000386592,19,13,joint_route,3000099,5,14,7,109.0,3546.274545970402,0.22855840000556782
default,285,11,11,True,11,0,0,0,22.0,299.8990786252312,117,585.0,2552.889864877544,0,0,0,True,3,33.0,3,0.18135079999046866,12,9,joint_route,3000100,0,11,7,106.0,3298.8898648775435,0.18141069999546744
negative,273,11,11,True,11,0,0,0,22.0,292.5258997416204,116,580.0,2476.784897157825,56,85,0,True,3,33.0,3,0.1778885999956401,12,9,joint_route,3000100,0,11,7,106.0,3217.784897157824,0.1779606999916723
default,218,10,10,True,10,0,0,3,20.0,329.5772779568466,127,635.0,2490.7727795684664,0,0,0,True,16,30.0,3,0.16905580001184717,13,10,joint_route,3000101,8,10,7,120.0,3295.7727795684664,0.16911889999755658
negative,218,10,10,True,10,0,0,3,20.0,332.7658268225818,127,635.0,2522.658268225818,62,94,0,True,16,30.0,3,0.1763890000001993,13,10,joint_route,3000101,8,10,7,120.0,3327.658268225818,0.1764614999992773
default,262,12,12,True,12,0,0,2,24.0,280.6257310615998,121,605.0,2590.5087727391983,0,0,0,True,14,36.0,3,0.1841495999979088,16,12,joint_route,3000102,5,12,7,112.0,3367.508772739198,0.18420610000612214
negative,286,12,12,True,12,0,0,2,24.0,278.89966544472185,123,615.0,2559.7959853366633,82,88,0,True,14,36.0,3,0.19889830000465736,16,12,joint_route,3000102,5,12,7,112.0,3346.7959853366624,0.19897209999908227
default,298,13,13,True,13,0,0,0,26.0,263.0947458872052,118,590.0,2654.2316965336686,0,0,0,True,21,39.0,3,0.2122312999999849,18,12,joint_route,3000103,5,13,7,111.0,3420.2316965336677,0.21229589999711607
negative,274,13,13,True,13,0,0,0,26.0,257.73139103437376,116,580.0,2594.508083446859,58,80,0,True,21,39.0,3,0.19931889999134,18,13,joint_route,3000103,5,13,7,111.0,3350.508083446859,0.19941929999913555
default,273,11,11,True,11,0,0,0,22.0,338.82771104677346,122,610.0,2948.1048215145074,0,0,0,True,14,33.0,3,0.18367109999235254,16,11,joint_route,3000104,3,11,7,114.0,3727.104821514508,0.18372679999447428
negative,285,11,11,True,11,0,0,0,22.0,326.13950020391286,123,615.0,2803.5345022430397,77,90,0,True,14,33.0,3,0.19998250000935514,16,11,joint_route,3000104,3,11,7,114.0,3587.5345022430415,0.2000551999954041
default,342,13,13,True,13,0,0,0,26.0,256.1889687879538,116,580.0,2581.4565942434,0,0,0,True,6,39.0,3,0.22318739999900572,15,12,joint_route,3000105,2,13,7,104.0,3330.4565942433996,0.22325480000290554
negative,354,13,13,True,13,0,0,0,26.0,252.55516383356357,117,585.0,2529.2171298363273,84,78,0,True,6,39.0,3,0.22357579998788424,15,12,joint_route,3000105,2,13,7,104.0,3283.2171298363264,0.22364480000396725
default,354,12,12,True,12,0,0,0,24.0,267.33426143918524,106,530.0,2526.0111372702227,0,0,0,True,8,36.0,3,0.216489400001592,15,10,joint_route,3000106,1,12,7,92.0,3208.0111372702227,0.21654530000523664
negative,354,12,12,True,12,0,0,0,24.0,267.9073564032876,106,530.0,2532.8882768394515,31,69,0,True,8,36.0,3,0.21588369998789858,15,11,joint_route,3000106,1,12,7,92.0,3214.8882768394515,0.21594609999738168
default,323,13,13,True,13,0,0,3,26.0,284.8297380960697,124,620.0,2904.7865952489055,0,0,0,True,26,39.0,3,0.23889030001009814,16,13,joint_route,3000107,5,13,7,113.0,3702.7865952489065,0.23895299999276176
negative,323,13,13,True,13,0,0,3,26.0,284.8297380960697,124,620.0,2904.7865952489055,90,81,0,True,26,39.0,3,0.24833549998584203,16,13,joint_route,3000107,5,13,7,113.0,3702.7865952489065,0.2484161999891512
default,250,11,11,True,11,0,0,1,22.0,323.95334204657837,125,625.0,2767.486762512362,0,0,0,True,9,33.0,3,0.16905789999873377,16,11,joint_route,3000108,4,11,7,116.0,3563.486762512362,0.1691172999999253
negative,262,11,11,True,11,0,0,1,22.0,310.8183524321427,126,630.0,2618.0018767535694,71,95,0,True,9,33.0,3,0.17027639999287203,16,10,joint_route,3000108,4,11,7,116.0,3419.00187675357,0.17034419999981765
default,352,15,15,True,15,0,0,0,30.0,262.9546864175059,109,545.0,3223.3202962625887,0,0,0,True,14,45.0,3,0.2216852999990806,20,13,joint_route,3000109,10,15,7,101.0,3944.3202962625887,0.22174419999646489
negative,352,15,15,True,15,0,0,0,30.0,264.51432152406375,109,545.0,3246.7148228609562,82,67,0,True,14,45.0,3,0.2299625999876298,20,13,joint_route,3000109,10,15,7,101.0,3967.714822860956,0.23003540000354405
